Season,League,Club,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,New Club
2011,a003,Real Sociedad,6,Mikel Labaka,ESP,D,1.85,78,10-8-80,Azpeitia,Real Sociedad B,
2011,a003,Real Sociedad,7,Antoine Griezmann,FRA,F,1.74,72,21-03-91,Maçon,Real Sociedad B,
2011,a003,Real Sociedad,8,Joseba Llorente,ESP,F,1.84,72,24-11-79,Hondarribia,Villarreal,
2011,a003,Real Sociedad,9,Imanol Agirretxe,ESP,F,1.85,74,24-02-87,Usurbil,Real Sociedad B,
2011,a003,Real Sociedad,10,Xabi Prieto,ESP,M,1.85,77,29-08-83,San Sebastián,Real Sociedad B,
2011,a003,Real Sociedad,11,Mikel Aranburu,ESP,M,1.8,70,18-02-79,Azpeitia,Real Sociedad B,
2011,a003,Real Sociedad,13,Eñaut Zubikarai,ESP,G,1.85,73,26-02-84,Ondarroa,Real Sociedad B,
2011,a003,Real Sociedad,14,Jeffrey Sarpong,NED,M,1.76,65,3-8-88,Amsterdam,Ajax,
2011,a003,Real Sociedad,15,Ion Ansotegi,ESP,D,1.92,84,13-07-82,Berriatua,Real Sociedad B,
2011,a003,Real Sociedad,16,Vladim Demidov,NOR,D,1.85,73,10-10-86,Riga,Rosenborg,
2011,a003,Real Sociedad,17,David Zurutuza,ESP,M,1.84,70,19-07-86,Rochefort,Real Sociedad B,
2011,a003,Real Sociedad,19,Diego Rivas,ESP,M,1.8,80,27-04-80,Ciudad Real,Getafe,
2011,a003,Real Sociedad,20,Raúl Tamudo,ESP,F,1.8,74,19-10-77,Santa Coloma,Espanyol,
2011,a003,Real Sociedad,21,Diego Ifrán,URU,F,1.71,69,8-6-87,Montevideo,Danubio,
2011,a003,Real Sociedad,22,Dani Estrada,ESP,M,1.77,68,3-1-87,Zarautz,Real Sociedad B,
2011,a003,Real Sociedad,23,Francisco Sutil,ESP,F,1.73,69,21-12-84,Jaén,Eibar,
2011,a003,Real Sociedad,24,Alberto De La Bella,ESP,M,1.79,72,2-12-85,Santa Coloma de Gramanet,Sevilla B,
2011,a003,Real Sociedad,26,Asier Illarramendi,ESP,M,1.77,74,8-3-90,Mutriku,Real Sociedad B,
2011,a003,Real Sociedad,30,Toño Ramírez,ESP,G,1.89,83,23-11-86,Logroño,Real Sociedad B,
2011,a003,Real Sociedad,31,Liassine Cadamuro,ALG,D,1.86,76,5-3-88,Toulouse,Real Sociedad B,
2011,a003,Real Sociedad,18,Borja Viguera,ESP,F,1.84,80,26-03-87,Logroño,,Nàstic (On Loan)
2011,a003,Sevilla,1,Andrés Palop,ESP,G,1.84,75,22-10-73,Valencia,Valencia,
2011,a003,Sevilla,2,Federico Fazio,ARG,D,1.95,85,17-03-87,Buenos Aires,Ferrocarril Oeste,
2011,a003,Sevilla,3,Ivica Dragutinović,SRB,D,1.86,84,13-11-75,Čačak,Standard Liège,
2011,a003,Sevilla,4,Martín Cáceres,URU,D,1.82,77,7-4-87,Montevideo,Barcelona,
2011,a003,Sevilla,5,Fernando Navarro,ESP,D,1.78,70,25-06-82,Barcelona,Mallorca,
2011,a003,Sevilla,6,N'Dri Romaric,CIV,M,1.87,88,4-6-83,Abidjan,Le Mans,
2011,a003,Sevilla,7,Jesús Navas,ESP,M,1.7,60,21-11-85,Los Palacios,Sevilla B,
2011,a003,Sevilla,8,Didier Zokora,CIV,M,1.79,72,14-12-80,Abidjan,Tottenham H,
2011,a003,Sevilla,9,Diego Perotti,ARG,F,1.75,67,26-07-88,Moreno,Deportivo Morón,
2011,a003,Sevilla,11,Renato,BRA,M,1.77,71,15-05-79,Santa Mercedes,Santos,
2011,a003,Sevilla,12,Frédéric Kanouté,MLI,F,1.92,82,2-9-77,Sainte-Foy-le-Grande,Tottenham H,
2011,a003,Sevilla,13,Javi Varas,ESP,G,1.82,73,10-9-82,Seville,Sevilla B,
2011,a003,Sevilla,14,Julien Escudé,FRA,D,1.83,79,17-08-79,Chartres,Ajax,
2011,a003,Sevilla,15,Alejandro Alfaro,ESP,M,1.73,68,23-11-86,La Palma del Condado,Sevilla B,
2011,a003,Sevilla,16,Diego Capel,ESP,M,1.73,67,16-02-88,Albox,Sevilla B,
2011,a003,Sevilla,17,Sergio Sánchez,ESP,D,1.85,78,3-4-86,Matarò,Espanyol,
2011,a003,Sevilla,18,Álvaro Negredo,ESP,F,1.86,85,20-08-85,Madrid,Real Madrid,
2011,a003,Sevilla,19,Luca Cigarini,ITA,M,1.75,72,20-06-86,Montecchio Emilio,Napoli,
2011,a003,Sevilla,20,Mouhamadou Dabo,SEN,D,1.76,67,28-11-86,Dakar,St-Etienne,
2011,a003,Sevilla,21,Lautaro Acosta,ARG,M,1.68,68,14-03-88,Glew,Lanús,
2011,a003,Sevilla,22,Arouna Koné,CIV,F,1.81,81,11-11-83,Anyama,PSV Eindhoven,
2011,a003,Sevilla,23,Alexis,ESP,D,1.83,75,4-8-85,Málaga,Valencia,
2011,a003,Sevilla,24,Gary Medel,CHI,M,1.72,71,3-8-87,Santiago,Universidad Católica,
2011,a003,Sevilla,25,Ivan Rakitić,CRO,M,1.84,79,10-3-88,Rheinfelden,Schalke,
2011,a003,Sevilla,26,Luis Alberto,ESP,F,1.82,70,28-09-92,Jerez de la Frontera,Sevilla C,
2011,a003,Sevilla,29,Dani Jiménez,ESP,G,1.79,72,5-3-90,Lebrija,Sevilla B,
2011,a003,Sevilla,31,Rodri,ESP,F,1.74,64,6-6-90,Soria,Sevilla B,
2011,a003,Sevilla,32,José Campaña,ESP,M,1.76,55,30-05-93,Seville,Sevilla B,
2011,a003,Sevilla,33,Julián,ESP,G,1.95,91,28-03-91,Granada,Sevilla B,
2011,a003,Sevilla,34,Bernardo Espinosa,COL,D,1.92,86,11-7-89,Cali,Sevilla B,
2011,a003,Sevilla,35,Salva,ESP,M,1.85,81,1-8-90,Seville,Seville B,
2011,a003,Sevilla,28,Cala,ESP,D,1.85,78,26-11-89,Lebrija,,Cartagena (On Loan)
2011,a003,Sevilla,27,Antonio Luna,ESP,D,1.77,68,17-03-91,Son Servera,,Almería (On Loan)
2011,a003,Sevilla,24,Abdoulay Konko,FRA,M,1.82,71,9-3-84,Marseille,,Genoa
2011,a003,Sevilla,30,José Carlos,ESP,F,1.77,68,17-07-87,Ríotinto,,Cartagena (On Loan)
2011,a003,Sevilla,25,Tiberio Guarente,ITA,M,1.82,74,1-11-85,Pisa,,De-Registered
2011,a003,Sevilla,10,Luís Fabiano,BRA,F,1.83,81,8-11-80,Campinas,,São Paulo
2011,a003,Sporting Gijón,1,Juan Pablo,ESP,G,1.87,83,2-9-78,León,Numancia,
2011,a003,Sporting Gijón,2,Alberto Botķa,ESP,D,1.87,75,27-01-89,Alquerias,Barcelona B,
2011,a003,Sporting Gijón,3,José Įngel,ESP,D,1.82,77,5-9-89,Gijón,Sporting Gijón B,
2011,a003,Sporting Gijón,4,Jorge Garcia,ESP,D,1.85,79,18-01-84,Gijón,Sporting Gijón B,
2011,a003,Sporting Gijón,5,Alberto Rivera,ESP,M,1.7,68,19-02-78,Puertollano,Betis,
2011,a003,Sporting Gijón,6,Carmelo,ESP,M,1.8,70,9-7-83,Las Palmas,Levante,
2011,a003,Sporting Gijón,7,Ayoze,ESP,M,1.72,64,22-11-85,Puerto de La Cruz,Tenerife,
2011,a003,Sporting Gijón,8,Gastón Sangoy,ARG,F,1.78,79,5-10-84,Paranį,Apollon Limassol,
2011,a003,Sporting Gijón,9,Mate Bilić,CRO,F,1.85,81,23-10-80,Split,Rapid Vienna,
2011,a003,Sporting Gijón,10,Nacho Novo,ESP,F,1.75,70,26-03-79,Ferrol,Rangers,
2011,a003,Sporting Gijón,11,Alberto Lora,ESP,M,1.68,67,25-03-87,Móstoles,Sporting Gijón B,
2011,a003,Sporting Gijón,12,Gregory Arnolin,FRA,D,1.87,89,10-11-80,Livry-Gargan,Vitória Guimarćes,
2011,a003,Sporting Gijón,13,Ivįn Cuéllar,ESP,G,1.85,75,25-05-84,Mérida,Atlético Madrid,
2011,a003,Sporting Gijón,14,Ivįn Hernįndez,ESP,M,1.85,80,27-02-80,Madrid,Valladolid,
2011,a003,Sporting Gijón,15,Roberto Canella,ESP,M,1.8,68,7-2-88,Pola de Laviana,Sporting Gijón B,
2011,a003,Sporting Gijón,16,André Castro,POR,M,1.79,75,2-4-88,Gondomar,FC Porto,
2011,a003,Sporting Gijón,17,Diego Castro,ESP,F,1.74,71,2-7-82,Pontevedra,Mįlaga B,
2011,a003,Sporting Gijón,18,Luis Morįn,ESP,F,1.72,67,26-07-87,Luanco,Sporting Gijón B,
2011,a003,Sporting Gijón,19,Sebastiįn Eguren,URU,M,1.86,84,8-1-81,Montevideo,Villarreal,
2011,a003,Sporting Gijón,20,Miguel de las Cuevas,ESP,M,1.75,70,19-06-86,Alicante,Atlético Madrid,
2011,a003,Sporting Gijón,22,Rafael Sastre,ESP,D,1.79,75,22-10-75,Benissalem,Cįdiz,
2011,a003,Sporting Gijón,23,David Barral,ESP,F,1.83,78,10-5-83,Cįdiz,Real Madrid B,
2011,a003,Sporting Gijón,25,Javi Poves,ESP,D,1.84,79,28-09-86,Madrid,Sporting Gijón B,
2011,a003,Sporting Gijón,26,Sergio Įlvarez,ESP,M,1.8,65,23-01-92,Avilés,Sporting Gijón B,
2011,a003,Sporting Gijón,27,Raśl,ESP,G,1.81,75,1-11-86,San Romįn de Cayón,Sporting Gijón B,
2011,a003,Sporting Gijón,28,Juan Muńiz,ESP,M,1.78,74,13-03-92,Gijón,Sporting Gijón B,
2011,a003,Sporting Gijón,29,Pedro Orfila,ESP,D,1.75,67,6-3-88,Luanco,Sporting Gijón B,
2011,a003,Sporting Gijón,30,Guiller,ESP,D,1.77,63,31-01-92,San Esteban de Pravia,Sporting Gijón B,
2011,a003,Sporting Gijón,31,Nacho Cases,ESP,M,1.74,64,22-12-87,Gijón,Sporting Gijón B,
2011,a003,Sporting Gijón,32,Alain,ESP,D,1.84,73,13-11-89,Gijón,Sporting Gijón B,
2011,a003,Sporting Gijón,16,Cristian Portilla,ESP,D,1.78,76,28-08-88,Santander,,Aris
2011,a003,Sporting Gijón,24,Sergio Matabuena,ESP,D,1.85,79,12-2-79,Santander,,Valladolid
2011,a003,Sporting Gijón,21,Marcos Landeira,ESP,M,1.82,80,12-5-87,Gijón,,Real Unión (On Loan)
2011,a003,Valencia,1,César Sánchez,ESP,G,1.85,82,2-9-71,Coria,Tottenham H,
2011,a003,Valencia,2,Bruno Saltor,ESP,D,1.81,76,1-10-80,Barcelona,Almería,
2011,a003,Valencia,3,Hedwiges Maduro,NED,M,1.85,79,13-02-85,Almere,Ajax,
2011,a003,Valencia,4,David Navarro,ESP,D,1.88,82,25-05-80,Valencia,Valencia B,
2011,a003,Valencia,5,Mehmet Topal,TUR,M,1.87,76,3-3-86,Malatya,Galatasaray,
2011,a003,Valencia,6,David Albelda,ESP,M,1.81,77,1-9-77,Alzira,Valencia B,
2011,a003,Valencia,7,Joaquín,ESP,M,1.79,75,21-07-81,Puerto de Santa Maria,Betis,
2011,a003,Valencia,8,Alejandro Domínguez,ARG,F,1.73,71,10-6-81,Lanús,Rubin Kazan,
2011,a003,Valencia,9,Roberto Soldado,ESP,F,1.79,81,27-05-85,Valencia,Getafe,
2011,a003,Valencia,10,Juan Mata,ESP,F,1.7,63,28-04-88,Burgos,Real Madrid B,
2011,a003,Valencia,11,Aritz Aduriz,ESP,F,1.77,75,11-2-81,San Sebastián,Mallorca,
2011,a003,Valencia,12,Nacho González,URU,M,1.8,73,14-05-82,Montevideo,Danubio,
2011,a003,Valencia,13,Vicente Guaita,ESP,G,1.9,80,18-02-87,Valencia,Valencia B,
2011,a003,Valencia,14,Vicente,ESP,M,1.75,72,16-07-81,Valencia,Levante,
2011,a003,Valencia,15,Ángel Dealbert,ESP,D,1.85,78,1-1-83,Castellón,Castellón,
2011,a003,Valencia,17,Marius Stankevičius,LTU,M,1.89,83,15-07-81,Kaunas,Sampdoria,
2011,a003,Valencia,18,Jonas,BRA,F,1.83,73,1-4-84,Bebedouro,Grêmio,
2011,a003,Valencia,19,Pablo Hernández,ESP,M,1.73,64,11-4-85,Castellón,Getafe,
2011,a003,Valencia,20,Ricardo Costa,POR,D,1.83,80,16-05-81,Vila Nova de Gaia,Lille,
2011,a003,Valencia,21,Éver Banega,ARG,M,1.74,69,29-06-88,Rosario,Boca Juniors,
2011,a003,Valencia,22,Jérémy Mathieu,FRA,D,1.9,82,29-10-83,Luxeuil-les-Bains,Toulouse,
2011,a003,Valencia,23,Miguel,POR,D,1.79,78,4-1-80,Lisbon,Benfica,
2011,a003,Valencia,24,Facundo Alberto Costa,ARG,M,1.76,70,9-1-85,Buenos Aires,Montpellier,
2011,a003,Valencia,25,Miguel Ángel Moyá,ESP,G,1.85,75,2-4-84,Binissalem,Mallorca,
2011,a003,Valencia,26,Isco,ESP,F,1.76,80,21-04-92,Valencia,Valencia B,
2011,a003,Valencia,27,Paco Alcácer,ESP,F,1.74,71,30-08-93,Torrent,Valencia B,
2011,a003,Valencia,28,Jordi Alba,ESP,D,1.65,63,21-03-89,L'Hospitalet de Llobregat,Valencia B,
2011,a003,Valencia,29,Joel,ESP,D,1.8,72,20-09-92,Torrent,Valencia B,
2011,a003,Valencia,30,Javi González,ESP,G,,,31-03-92,,Valencia Juvenil A,
2011,a003,Valencia,31,Carmelo,ESP,G,,,8-1-92,,Valencia Juvenil A,
2011,a003,Valencia,32,Nacho Porcar,ESP,D,1.82,71,10-7-92,Valencia,Valencia B,
2011,a003,Valencia,33,David Fornies,ESP,D,1.75,75,6-2-91,,Valencia B,
2011,a003,Valencia,35,Iván Rubio,ESP,M,1.7,70,1-3-91,Valencia,Valencia B,
2011,a003,Valencia,36,Portu,ESP,M,1.7,70,21-05-92,Beniel,Valencia B,
2011,a003,Valencia,37,Carles,ESP,F,1.67,69,22-11-92,Valencia,Valencia Juvenil A,
2011,a003,Valencia,38,Cifo,ESP,M,1.73,68,6-8-92,Albacete,Valencia B,
2011,a003,Valencia,39,Saúl,ESP,G,1.84,72,11-7-89,La Laguna,Levante B,
2011,a003,Valencia,45,Ángel Montoro,ESP,M,1.8,70,25-06-88,Valencia,Valencia B,
2011,a003,Valencia,18,Manuel Fernandes,POR,M,1.76,75,5-2-86,Lisbon,,Beşiktaş (On Loan)
2011,a003,Valencia,12,Sofiane Feghouli,FRA,M,1.78,71,26-12-89,Levallois-Perret,,Almería (On Loan)
2011,a003,Valencia,34,Kike Tortosa,ESP,F,1.76,72,10-2-91,Valencia,,Recreativo Huelva
2011,a003,Villarreal,1,Xavi Oliva,ESP,G,1.88,86,29-05-76,L'Hospitalet de Llobregat,Castellón,
2011,a003,Villarreal,2,Gonzalo Rodríguez,ARG,D,1.82,79,10-4-84,Buenos Aires,San Lorenzo,
2011,a003,Villarreal,3,Joan Oriol,ESP,D,1.75,69,5-11-86,Cambrils,Villarreal B,
2011,a003,Villarreal,4,Mateo Musacchio,ARG,D,1.79,72,26-08-90,Rosario,Villarreal B,
2011,a003,Villarreal,5,Carlos Marchena,ESP,D,1.83,78,31-07-79,Las Cabezas,Valencia,
2011,a003,Villarreal,6,Ángel,ESP,D,1.81,71,10-3-81,Santa Lucia de Tirajana,Celta Vigo,
2011,a003,Villarreal,7,Nilmar,BRA,F,1.8,70,14-07-84,Bandeirantes,Internacional,
2011,a003,Villarreal,8,Santi Cazorla,ESP,M,1.68,66,13-12-84,Lugo de Llanera,Villarreal B,
2011,a003,Villarreal,9,Marco Rubén,ARG,F,1.79,72,26-10-86,Capitán Bermúdez,River Plate,
2011,a003,Villarreal,10,Cani,ESP,M,1.8,75,3-8-81,Zaragoza,Zaragoza,
2011,a003,Villarreal,11,Joan Capdevila,ESP,D,1.82,78,3-2-78,Tarrega,Deportivo La Coruña,
2011,a003,Villarreal,13,Diego López,ESP,G,1.96,88,3-11-81,Paradela,Real Madrid,
2011,a003,Villarreal,15,José Catalá,ESP,D,1.75,72,31-12-84,Villajoyosa,Villarreal B,
2011,a003,Villarreal,17,Javier Matilla,ESP,M,1.76,72,1-1-88,Ciudad Real,Villarreal B,
2011,a003,Villarreal,19,Marcos Senna,ESP,M,1.77,76,17-07-76,São Paulo,São Caetano,
2011,a003,Villarreal,20,Borja Valero,ESP,M,1.74,73,12-1-85,Madrid,WBA,
2011,a003,Villarreal,21,Bruno,ESP,M,1.79,70,12-6-84,Artana,Villarreal B,
2011,a003,Villarreal,22,Giuseppe Rossi,ITA,F,1.73,73,1-2-87,Clifton,Manchester U,
2011,a003,Villarreal,24,Cicinho,BRA,D,1.72,68,24-06-80,Pradópolis,Roma,
2011,a003,Villarreal,25,Juan Carlos,ESP,G,1.8,78,27-07-87,Calvià,Villarreal B,
2011,a003,Villarreal,26,Kiko,ESP,D,1.89,83,21-08-88,Málaga,Villarreal B,
2011,a003,Villarreal,27,Mario,ESP,D,1.75,70,24-11-90,Novelda,Villarreal B,
2011,a003,Villarreal,29,Carlos Tomás,ESP,D,1.83,78,18-05-88,Ibiza,Villarreal B,
2011,a003,Villarreal,31,Natxo Insa,ESP,M,1.77,70,9-6-86,Cocentaina,Villarreal B,
2011,a003,Villarreal,32,Marcos Gullón,ESP,M,1.85,79,20-02-89,Madrid,Villarreal B,
2011,a003,Villarreal,33,Hernán Pérez,PAR,M,1.77,68,25-02-89,Fernando de la Mora,Libertad,
2011,a003,Villarreal,35,Diego Mariño,ESP,G,1.85,75,9-5-90,Vigo,Villarreal B,
2011,a003,Villarreal,37,Iago Falqué,ESP,M,1.74,69,4-1-90,Vigo,Juventus,
2011,a003,Villarreal,42,Nicki Bille Nielsen,DEN,F,1.84,76,7-2-88,Vigerslev,Villarreal B,
2011,a003,Villarreal,43,Wakaso Mubarak,GHA,M,1.65,79,25-07-90,Tamale,Elche,
2011,a003,Villarreal,44,Sergi Mut,ESP,F,,,21-01-91,,Villarreal C,
2011,a003,Villarreal,45,Diego Jiménez,ESP,D,1.85,75,11-8-91,Benavente,Villarreal B,
2011,a003,Villarreal,46,Fofo,ESP,F,1.82,75,2-3-90,Palma de Mallorca,Villarreal B,
2011,a003,Villarreal,47,Pere,ESP,D,1.78,72,24-07-91,Sabadell,Villarreal B,
2011,a003,Villarreal,48,Carlos Català,ESP,D,1.76,62,12-7-91,,Villarreal C,
2011,a003,Villarreal,49,Manu Trigueros,ESP,F,1.78,70,17-10-91,Talavera de la Reina,Villarreal C,
2011,a003,Villarreal,23,Jefferson Montero,ECU,F,1.7,70,1-9-89,Babahoyo,,Levante (On Loan)
2011,a003,Villarreal,12,Jozy Altidore,USA,F,1.82,78,6-11-89,Boca Raton,,Bursaspor (On Loan)
2011,a003,Villarreal,18,Cristóbal,ESP,M,1.8,76,21-04-84,Madrid,,Elche (On Loan)
2011,a003,Zaragoza,1,Antonio Doblas,ESP,G,1.84,78,5-8-80,Seville,Huesca,
2011,a003,Zaragoza,2,Carlos Diogo,URU,D,1.86,79,18-07-83,Montevideo,Real Madrid,
2011,a003,Zaragoza,3,Javier Paredes,ESP,D,1.75,74,5-7-82,Oviedo,Getafe,
2011,a003,Zaragoza,4,Matteo Contini,ITA,D,1.82,76,16-04-80,Gemonio,Napoli,
2011,a003,Zaragoza,5,Edmilson,BRA,D,1.86,75,10-7-76,Taguaritinga,Palmeiras,
2011,a003,Zaragoza,6,Maurizio Lanzaro,ITA,D,1.83,79,14-03-82,Avellino,Reggina,
2011,a003,Zaragoza,7,Jorge López,ESP,M,1.84,79,19-09-78,Logroño,Racing Santander,
2011,a003,Zaragoza,8,Ander Herrera,ESP,M,1.81,68,14-08-89,Bilbao,Zaragoza B,
2011,a003,Zaragoza,9,Ikechukwu Uche,NGA,F,1.71,74,5-1-84,Aba,Getafe,
2011,a003,Zaragoza,10,Nicolás Bertolo,ARG,M,1.8,75,2-1-86,Córdoba,Palermo,
2011,a003,Zaragoza,11,Florent Sinama-Pongolle,FRA,F,1.76,69,20-10-84,Saint-Pierre,Sporting CP,
2011,a003,Zaragoza,14,Gabi,ESP,M,1.79,68,10-7-83,Madrid,Atlético Madrid,
2011,a003,Zaragoza,15,Guirane N'Daw,SEN,M,1.89,79,24-04-84,Rufisque,St-Etienne,
2011,a003,Zaragoza,16,Braulio,ESP,F,1.77,78,18-09-85,Puerto Rosario,Atlético Madrid,
2011,a003,Zaragoza,17,Ángel Lafita,ESP,M,1.88,75,7-8-84,Zaragoza,Deportivo La Coruña,
2011,a003,Zaragoza,18,Marco Pérez,COL,F,1.81,74,18-09-90,Quibdó,Boyacá Chicó,
2011,a003,Zaragoza,19,Paulo da Silva,PAR,D,1.81,76,1-2-80,Asunción,Sunderland,
2011,a003,Zaragoza,20,Saïd Boutahar,NED,M,1.72,72,12-8-82,Rotterdam,Willem II,
2011,a003,Zaragoza,21,Jiří Jarošík,CZE,M,1.95,89,27-10-77,Ústí Nad Labem,Krylia Sovetov,
2011,a003,Zaragoza,22,Ádám Pintér,HUN,D,1.9,76,12-6-88,Kaposvár,MTK,
2011,a003,Zaragoza,23,Leonardo Ponzio,ARG,M,1.78,75,29-01-82,Las Rojas,River Plate,
2011,a003,Zaragoza,24,Ivan Obradović,SRB,D,1.81,74,25-07-88,Belgrade,Partizan Belgrade,
2011,a003,Zaragoza,25,Leo Franco,ARG,G,1.88,79,20-05-77,San Nicolás,Galatasaray,
2011,a003,Zaragoza,26,José Ruíz,ESP,D,1.77,75,26-03-90,Valencia,Zaragoza B,
2011,a003,Zaragoza,27,Jorge Ortí,ESP,F,1.8,72,28-04-93,Zaragoza,Zaragoza B,
2011,a003,Zaragoza,29,Kevin Lacruz,ESP,M,1.75,64,13-02-92,Zaragoza,Zaragoza B,
2011,a003,Zaragoza,30,Álex Sánchez,ESP,G,1.86,79,3-2-91,Barcelona,Zaragoza B,
2011,a003,Zaragoza,32,Ismael López,ESP,F,1.8,76,29-01-90,Iruñea,Athletic Bilbao B,
2011,a003,Zaragoza,40,Pablo Alcolea,ESP,G,1.84,78,23-03-89,Zaragoza,Zaragoza B,
2011,a003,Zaragoza,6,Raúl Goni,ESP,D,1.84,72,12-10-88,Zaragoza,,Real Madrid B (On Loan)
2011,a003,Zaragoza,15,Paco Pavón,ESP,D,1.88,83,9-1-80,Madrid,,Arles-Avignon
2011,a003,Zaragoza,19,Franck Songo'o,CMR,M,1.78,73,14-05-87,Yaoundé,,Albacete
2011,a003,Zaragoza,20,Marko Babić,CRO,M,1.86,72,21-01-81,Osijek,,Osijek
